OV
100.3274
115.7054
183.4171
195.0678
182.7042
188.9183
105.5005
175.1829
114.2593
98.04151
177.6928
97.81488
147.5478
171.6417
93.59913
102.1651
133.8481
147.5096
159.2087
147.7329
92.16594
95.78831
110.4336
150.772
145.1774
155.9165
149.1521
100.4178
109.8859
93.76455
154.2237
163.1901
148.3713
94.57045
144.824
91.1588
247.0681
146.319
182.1188
213.2723
143.2753
227.0987
195.1543
114.4892
204.1336
127.255
188.8283
160.6536
130.2955
190.6881
111.9463
215.8197
200.4616
118.2529
199.905
152.3414
204.5569
126.3918
211.6212
113.7399
196.5427
128.1415
205.4356
131.4579
192.0409
123.8637
186.4168
110.6956
191.998
117.5809
187.0665
110.3807
203.2195
105.8132
190.7249
116.2916
205.3674
249.5365
180.9123
230.6399
170.1321
220.4774
153.0949
211.504
151.7772
211.1235
216.625
126.7009
159.4531
103.2276
84.06813
137.084
96.95902
123.771
179.4692
122.4326
64.26341
138.6276
110.3169
108.6015
170.9165
98.6745
65.24143
131.4165
96.81928
186.331
105.3388
168.4088
89.8032
64.26475
72.44141
222.9711
152.2719
126.6509
216.4049
209.7636
102.676
201.3639
139.2674
114.1102
194.3889
122.1778
214.1149
195.4004
104.1622
141.6784
107.4324
211.8402
199.3104
194.0547
209.1087
113.2062
192.951
104.3438
108.9572
187.8929
179.8238
135.6107
236.3573
189.4494
107.8399
101.161
203.3951
171.3011
208.0964
104.5828
175.9222
136.4372
223.5025
184.9162
98.75324
201.3723
161.9569
103.656
98.21664
126.0416
203.0586
177.4164
245.311
164.348
123.7242
199.7956
201.133
223.7691
212.3573
110.8748
107.2764
148.5105
104.5776
206.6458
220.3714
201.0217
136.2096
108.5052
219.2867
194.9596
103.3415
121.5114
221.7408
111.535
210.678
120.8989
115.9564
249.4085
180.6637
177.5524
109.056
186.7214
225.7958
197.5393
110.8944
144.7116
108.4147
189.1136
229.3517
185.1915
105.019
148.1604
97.88532
186.5934
214.3558
169.0398
106.3665
140.1884
100.2956
202.3261
217.0481
240.6297
115.1876
186.8553
192.6306
243.5897
110.1876
160.7993
220.2407
190.9803
245.3578
125.5232
104.4455
147.719
222.2121
194.4242
216.3085
130.9596
102.5052
139.262
215.8218
190.7336
225.2967
119.0511
108.3213
217.6637
131.8909
179.5827
219.3673
200.5948
221.1703
169.4292
129.9589
182.8813
214.5048
186.2631
217.982
147.6255
183.066
160.1135
197.9991
119.4492
227.6381
150.0721
203.0633
159.4003
200.6372
128.5731
249.4675
196.5641
148.3823
295.6477
205.8964
148.8107
234.7876
251.5242
222.3198
140.8869
176.7129
130.615
226.1962
224.4359
126.9429
210.5266
185.1118
219.037
167.5877
249.2945
159.2804
125.2407
240.7662
230.4515
157.0888
140.3266
244.7493
260.6224
189.1835
110.6562
172.3373
174.1813
111.2966
201.6307
121.0684
112.4115
178.242
192.9933
176.041
83.81356
106.1784
111.8328
158.1849
176.9817
190.9087
106.0737
144.2998
91.32977
148.921
194.3314
181.7527
98.60941
89.63517
233.3686
169.3981
120.1672
198.2668
196.1937
113.19
224.0159
200.7656
115.4984
192.9968
150.9592
96.02346
191.6415
104.8362
209.0837
189.4644
118.899
192.5131
137.1037
199.046
96.8643
215.4761
102.8716
190.1508
255.8416
273.7367
253.9779
162.4526
225.3567
170.5102
234.4048
152.1928
215.768
153.0481
205.0796
155.2281
206.0483
155.599
208.8617
124.1123
237.8249
154.477
185.9754
137.8907
191.9644
147.396
221.8212
132.6797
212.048
228.5585
187.3598
223.1351
161.7213
231.8329
146.4622
207.1893
147.9406
216.7876
132.9794
201.2809
125.7181
195.6207
122.6758
196.6446
130.6185
214.7144
114.6591
203.3455
114.6242
194.7336
114.2804
212.4982
111.23
207.258
324.2302
93.02693
125.8607
221.7917
205.666
286.3623
91.16824
94.73516
108.731
214.2694
208.0504
265.6808
88.3626
89.11959
100.7306
205.7247
205.8041
239.4256
85.98381
88.31858
195.4875
88.88224
194.4513
84.08683
198.7416
161.861
158.4138
286.8832
80.16103
174.6107
85.2128
212.6617
121.4482
145.3123
160.6384
244.4404
167.2359
81.82525
86.7974
137.3216
95.98474
153.1916
206.2513
160.3045
82.50781
100.4446
84.33275
151.3516
204.4859
266.3406
150.0494
207.578
212.5092
253.9131
268.5344
129.7447
215.2319
142.1029
168.2451
210.8532
237.5963
265.4176
283.5891
121.292
148.1015
156.9445
192.9944
213.0819
253.2411
216.0423
117.8241
140.6274
418.4056
211.1007
144.1015
98.71831
128.9326
92.76333
105.7069
122.1907
84.03133
97.88346
90.82055
115.0023
81.25546
97.48186
89.07735
107.4276
94.10169
94.60658
89.21877
109.2565
96.07115
93.4704
107.7992
92.07166
90.10897
89.4058
99.71186
120.3847
64.82911
111.2084
59.76282
106.9196
58.06784
106.1598
57.91228
99.98485
59.50198
102.6328
119.7614
74.23687
113.9959
55.37302
75.78642
100.3653
116.3262
55.24319
71.81826
94.68269
120.5029
54.59274
93.07815
53.07835
176.3815
158.6252
144.7066
136.183
154.4649
140.8455
148.1045
123.0799
163.379
116.9094
148.0311
130.6892
141.6705
122.1473
154.8688
110.9373
147.9117
128.3491
143.2717
108.2385
147.4525
107.9309
142.5032
146.0438
223.8998
108.7279
156.9945
194.0145
226.7479
191.882
115.9665
149.7851
104.0327
190.4772
208.0983
189.499
106.4809
100.3424
131.6323
193.6858
189.626
198.0141
103.8282
95.44911
189.3436
104.5722
198.0807
96.75437
192.4333
117.3099
90.59659
56.75814
104.6444
64.51515
55.64408
82.77481
76.32237
78.51928
61.19346
79.45537
93.90656
74.02143
76.28935
78.47583
90.08708
73.01929
75.74316
86.7998
54.9753
84.71339
59.89474
52.59677
57.92062
52.56268
147.4182
143.1463
121.4756
133.5483
129.4416
95.65591
113.6231
111.0314
119.1853
127.1791
130.0703
96.75236
104.9446
117.6422
119.6171
127.8351
107.8947
93.67257
124.1541
115.6406
118.2191
177.5458
100.0488
89.0708
92.24446
111.1352
138.8561
115.9225
128.6116
159.9286
101.1078
96.66194
69.96833
104.9236
141.0826
117.4458
146.6265
101.9341
94.41079
147.0172
102.8257
141.511
82.95906
111.5671
79.13904
103.0903
278.0416
256.7984
110.7917
234.4286
214.7987
61.14286
104.9709
95.50572
137.6962
216.3379
199.8292
56.36509
103.455
94.17115
133.8487
211.857
193.1091
53.72222
100.8345
89.63628
148.1947
191.6636
86.29431
180.4074
130.8107
157.5786
130.8669
192.3029
145.0148
125.0123
166.4074
160.359
159.2593
149.6364
116.4624
154.1599
146.4272
130.1559
117.6037
143.75
143.0755
121.601
113.1715
142.9033
140.2511
114.2008
146.451
108.6649
143.0749
127.9514
105.0047
167.881
125.0712
95.50883
130.8063
124.3746
101.4155
159.7504
120.8258
92.75964
125.5888
120.1767
98.76849
142.7126
123.6656
95.3912
121.8643
94.82405
135.08
90.72395
119.241
119.0443
94.56838
124.7016
115.5992
139.3267
111.329
104.1762
110.1917
99.17071
106.1199
98.05289
119.263
92.29221
109.8456
96.50736
82.99615
114.3759
92.88443
77.71515
101.8087
95.18451
79.93846
98.57692
75.1155
89.9407
80.30996
81.24748
84.82532
154.1912
140.5248
171.7371
145.6208
179.0359
124.7579
160.1757
121.9709
175.9801
133.2217
167.7333
124.1196
158.7012
119.4261
165.9108
160.0923
113.0721
192.8388
117.9298
170.1639
112.6999
117.4015
148.3949
114.0075
155.9916
208.0857
140.8856
196.7246
113.5609
182.7111
101.4549
220.2887
106.8183
185.3987
92.26133
192.4315
134.4755
198.2897
107.313
186.5645
97.67281
217.2093
112.2729
177.8278
203.8563
129.9501
197.2046
97.2261
98.05437
223.8129
131.3842
97.35354
130.9109
98.20157
131.5234
86.10569
131.4249
92.56444
124.3405
74.08957
98.83086
130.8118
84.66738
111.147
182.1575
97.68092
131.7173
72.25858
113.827
102.3415
163.7808
139.9971
139.1175
108.4092
134.4735
201.1232
185.0981
155.2834
179.403
172.9748
158.379
148.338
166.0118
216.8776
222.3773
203.161
178.7364
163.6507
141.8812
165.3375
147.6643
162.7178
152.569
211.5313
191.7284
207.9805
181.5115
157.0897
173.6035
161.1869
